==PROF== Connected to process 44200 (/usr/bin/python3.13)
==PROF== Disconnected from process 44200
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","94.08",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","gpu__time_duration.sum","ns","268128",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","3.35",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_st.ratio","sector","4",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","64.38",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","launch__registers_per_thread","register/thread","29",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","33.93",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","sm__ctas_active.avg.pct_of_peak_sustained_elapsed","%","36.12",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","sm__maximum_warps_per_active_cycle_pct","%","100",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","31.97",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","85.43",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","0",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct","%","67.47",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","smsp__warp_issue_stalled_not_selected_per_warp_active.pct","%","1.30",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","Command line profiler metrics","smsp__warp_issue_stalled_short_scoreboard_per_warp_active.pct","%","1.99",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","hz","6243863627.32",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","hz","1317450194.36",
"0","44200","python3.13","127.0.0.1","kernel_cutlass_kernel_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i64i641_tensorptrf32_gmem_o_i641_tensorptrf32_gmem_o_1_tensorptrf32_gmem_o_i64i641_2_2048_0","1","7","(32, 8, 1)","(64, 256, 2)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","353553",
